"Date","Year","Month","Day","lat","lon","location","model","ssp","Tmin","Tmax"
2041-08-16,2041,8,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",8.3635,30.2536
2041-09-16,2041,9,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",6.6406,27.2181
2041-10-16,2041,10,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",1.8606,20.598
2041-11-16,2041,11,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-4.5019,15.9087
2041-12-16,2041,12,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-7.5691,12.1352
2042-01-16,2042,1,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-10.241,5.4925
2042-02-15,2042,2,15,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-10.196,11.3699
2042-03-16,2042,3,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-5.8446,16.7136
2042-04-16,2042,4,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-0.4197,19.7395
2042-05-16,2042,5,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",4.3367,25.1738
2042-06-16,2042,6,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",8.7471,26.3207
2042-07-16,2042,7,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",12.4596,27.49
2042-08-16,2042,8,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",11.6935,28.7757
2042-09-16,2042,9,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",7.6555,25.2465
2042-10-16,2042,10,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-2.3365,21.0743
2042-11-16,2042,11,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-4.2472,13.264
2042-12-16,2042,12,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-6.6927,12.5618
2043-01-16,2043,1,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-8.8863,13.2783
2043-02-15,2043,2,15,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-6.8067,10.6615
2043-03-16,2043,3,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-5.5691,10.8781
2043-04-16,2043,4,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-1.8458,14.6681
2043-05-16,2043,5,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",1.9869,20.0085
2043-06-16,2043,6,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",6.2306,27.5062
2043-07-16,2043,7,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",12.3026,29.4327
2043-08-16,2043,8,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",10.6649,27.8023
2043-09-16,2043,9,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",4.4882,26.4581
2043-10-16,2043,10,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",2.4539,19.0296
2043-11-16,2043,11,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-1.9481,14.1707
2043-12-16,2043,12,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-4.5462,11.2859
2044-01-16,2044,1,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-5.7521,10.2931
2044-02-15,2044,2,15,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-4.299,9.5135
2044-03-16,2044,3,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-2.8355,12.2219
2044-04-16,2044,4,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-2.389,15.1599
2044-05-16,2044,5,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",0.8241,15.9765
2044-06-16,2044,6,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",2.1473,23.6957
2044-07-16,2044,7,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",10.139,26.7484
2044-08-16,2044,8,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",9.4745,25.8078
2044-09-16,2044,9,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",7.9048,24.6604
2044-10-16,2044,10,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",3.8423,20.6112
2044-11-16,2044,11,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-2.7243,14.6237
2044-12-16,2044,12,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-12.7392,11.7563
2045-01-16,2045,1,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-8.5647,10.2394
2045-02-15,2045,2,15,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-10.1963,6.0334
2045-03-16,2045,3,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-1.5218,10.8119
2045-04-16,2045,4,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-1.6441,18.9032
2045-05-16,2045,5,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-0.0476,19.3586
2045-06-16,2045,6,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",7.3307,20.6734
2045-07-16,2045,7,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",10.5122,27.7065
2045-08-16,2045,8,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",10.4823,28.7664
2045-09-16,2045,9,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",5.7052,28.1556
2045-10-16,2045,10,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",0.6498,23.0684
2045-11-16,2045,11,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",0.6721,11.3136
2045-12-16,2045,12,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-1.9962,11.7785
2046-01-16,2046,1,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-2.4149,10.5907
2046-02-15,2046,2,15,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-8.2398,8.2156
2046-03-16,2046,3,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-0.2008,18.8382
2046-04-16,2046,4,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-2.6649,14.7755
2046-05-16,2046,5,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",4.4106,20.5693
2046-06-16,2046,6,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",10.6067,25.123
2046-07-16,2046,7,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",11.1478,27.7625
2046-08-16,2046,8,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",11.5978,30.9391
2046-09-16,2046,9,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",7.8071,28.8029
2046-10-16,2046,10,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",3.4037,23.4578
2046-11-16,2046,11,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-0.6559,14.4537
2046-12-16,2046,12,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-2.6539,12.0249
2047-01-16,2047,1,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-6.0076,10.7698
2047-02-15,2047,2,15,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-12.2004,12.325
2047-03-16,2047,3,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-7.7689,14.6233
2047-04-16,2047,4,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-1.3667,24.6012
2047-05-16,2047,5,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",5.1967,24.7653
2047-06-16,2047,6,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",7.8006,27.4938
2047-07-16,2047,7,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",12.9685,28.2938
2047-08-16,2047,8,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",11.4265,29.4179
2047-09-16,2047,9,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",7.7838,28.4699
2047-10-16,2047,10,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-2.3508,21.8219
2047-11-16,2047,11,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",1.746,14.6095
2047-12-16,2047,12,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-0.7679,13.6441
2048-01-16,2048,1,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",0.3101,10.1855
2048-02-15,2048,2,15,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-2.6992,12.8907
2048-03-16,2048,3,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-2.3071,13.6269
2048-04-16,2048,4,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-1.6255,15.6319
2048-05-16,2048,5,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",5.0695,25.3406
2048-06-16,2048,6,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",7.3503,26.2103
2048-07-16,2048,7,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",11.7956,27.4471
2048-08-16,2048,8,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",11.7298,28.0184
2048-09-16,2048,9,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",6.3619,25.3373
2048-10-16,2048,10,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",4.732,25.5442
2048-11-16,2048,11,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-0.6188,16.6652
2048-12-16,2048,12,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-8.4268,8.6532
2049-01-16,2049,1,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-5.6424,10.4049
2049-02-15,2049,2,15,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-2.603,14.288
2049-03-16,2049,3,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-4.7048,14.3198
2049-04-16,2049,4,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",0.8666,22.4349
2049-05-16,2049,5,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",6.6741,24.0607
2049-06-16,2049,6,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",9.3724,27.6715
2049-07-16,2049,7,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",11.6692,29.1873
2049-08-16,2049,8,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",9.819,28.6723
2049-09-16,2049,9,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",8.3585,26.5826
2049-10-16,2049,10,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",3.1885,18.8878
2049-11-16,2049,11,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-2.4781,13.7756
2049-12-16,2049,12,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-7.0669,10.4593
2050-01-16,2050,1,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-14.3701,10.1789
2050-02-15,2050,2,15,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-5.1904,11.8165
2050-03-16,2050,3,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-0.9979,10.4169
2050-04-16,2050,4,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",1.2722,19.2649
2050-05-16,2050,5,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",3.7425,24.1242
2050-06-16,2050,6,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",9.6662,28.4376
2050-07-16,2050,7,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",13.6724,31.8893
2050-08-16,2050,8,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",11.4143,28.2875
2050-09-16,2050,9,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",10.4248,31.5363
2050-10-16,2050,10,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",2.9784,23.9616
2050-11-16,2050,11,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-0.1957,11.4336
2050-12-16,2050,12,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-8.2763,12.121
2051-01-16,2051,1,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-13.6656,14.0133
2051-02-15,2051,2,15,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-4.7716,10.8642
2051-03-16,2051,3,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-4.2477,14.8242
2051-04-16,2051,4,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",2.0349,15.6684
2051-05-16,2051,5,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",6.1562,23.3125
2051-06-16,2051,6,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",9.0571,26.104
2051-07-16,2051,7,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",11.9538,31.8722
2051-08-16,2051,8,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",11.4581,31.173
2051-09-16,2051,9,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",8.0994,33.1137
2051-10-16,2051,10,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",0.1303,26.567
2051-11-16,2051,11,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",2.4848,14.7373
2051-12-16,2051,12,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-3.0288,13.3145
2052-01-16,2052,1,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-9.7516,10.3982
2052-02-15,2052,2,15,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-12.4746,9.1794
2052-03-16,2052,3,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-1.8846,16.7934
2052-04-16,2052,4,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-0.141,20.1154
2052-05-16,2052,5,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",5.5712,23.5427
2052-06-16,2052,6,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",5.5024,28.3675
2052-07-16,2052,7,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",11.3372,26.3929
2052-08-16,2052,8,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",12.4734,31.0401
2052-09-16,2052,9,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",8.5206,34.6029
2052-10-16,2052,10,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",3.3168,21.5929
2052-11-16,2052,11,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-5.3165,14.5064
2052-12-16,2052,12,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",0.2371,12.0152
2053-01-16,2053,1,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-3.125,12.5047
2053-02-15,2053,2,15,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-0.7964,9.0559
2053-03-16,2053,3,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-5.8425,15.3119
2053-04-16,2053,4,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-0.499,27.4588
2053-05-16,2053,5,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",4.7725,25.8772
2053-06-16,2053,6,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",7.2649,30.0039
2053-07-16,2053,7,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",12.9772,31.0615
2053-08-16,2053,8,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",10.6382,27.818
2053-09-16,2053,9,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",7.4615,29.6199
2053-10-16,2053,10,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",1.7516,19.7873
2053-11-16,2053,11,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-4.601,13.7617
2053-12-16,2053,12,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-5.1849,10.3643
2054-01-16,2054,1,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-6.2293,12.2765
2054-02-15,2054,2,15,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-10.2282,10.4182
2054-03-16,2054,3,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-7.8996,16.921
2054-04-16,2054,4,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-0.9803,22.1771
2054-05-16,2054,5,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",4.1001,24.3575
2054-06-16,2054,6,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",7.8327,23.2966
2054-07-16,2054,7,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",10.7964,28.9186
2054-08-16,2054,8,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",11.3911,28.7519
2054-09-16,2054,9,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",7.9822,25.6755
2054-10-16,2054,10,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",2.7559,22.8746
2054-11-16,2054,11,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-2.9424,15.337
2054-12-16,2054,12,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-11.0029,8.7829
2055-01-16,2055,1,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-9.1616,11.1872
2055-02-15,2055,2,15,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",1.2228,12.7234
2055-03-16,2055,3,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-0.8291,17.5428
2055-04-16,2055,4,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",0.0457,21.0079
2055-05-16,2055,5,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",6.6069,24.8162
2055-06-16,2055,6,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",8.3484,26.5872
2055-07-16,2055,7,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",12.6255,33.9406
2055-08-16,2055,8,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",12.0173,30.927
2055-09-16,2055,9,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",9.3757,31.7566
2055-10-16,2055,10,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",1.912,15.8251
2055-11-16,2055,11,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-3.9982,13.5039
2055-12-16,2055,12,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",2.1861,13.4863
2056-01-16,2056,1,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-6.091,10.9616
2056-02-15,2056,2,15,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-13.1498,7.3332
2056-03-16,2056,3,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-10.7544,16.5504
2056-04-16,2056,4,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-3.7047,16.4702
2056-05-16,2056,5,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",2.8581,21.7219
2056-06-16,2056,6,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",10.8282,27.9281
2056-07-16,2056,7,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",11.3882,26.4143
2056-08-16,2056,8,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",11.9436,29.548
2056-09-16,2056,9,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",5.5224,25.5774
2056-10-16,2056,10,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",4.3552,21.1012
2056-11-16,2056,11,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-1.8984,17.2278
2056-12-16,2056,12,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-1.7747,12.6913
2057-01-16,2057,1,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-5.3526,11.7764
2057-02-15,2057,2,15,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-7.4376,11.6849
2057-03-16,2057,3,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-4.6694,18.7479
2057-04-16,2057,4,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-1.2325,23.1298
2057-05-16,2057,5,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",1.4649,27.2646
2057-06-16,2057,6,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",6.5283,24.9326
2057-07-16,2057,7,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",10.1748,28.5971
2057-08-16,2057,8,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",12.7963,28.8345
2057-09-16,2057,9,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",6.2821,32.0539
2057-10-16,2057,10,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",8.232,25.9036
2057-11-16,2057,11,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-5.806,15.9311
2057-12-16,2057,12,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-2.0925,12.7829
2058-01-16,2058,1,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-6.9123,11.7166
2058-02-15,2058,2,15,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-5.5241,12.2996
2058-03-16,2058,3,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",0.2396,14.5097
2058-04-16,2058,4,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",0.0787,19.0612
2058-05-16,2058,5,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",4.6948,24.4284
2058-06-16,2058,6,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",11.4145,25.7023
2058-07-16,2058,7,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",9.579,30.4412
2058-08-16,2058,8,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",9.6968,32.2576
2058-09-16,2058,9,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",5.5935,28.0314
2058-10-16,2058,10,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",3.6659,25.48
2058-11-16,2058,11,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-1.9316,13.0588
2058-12-16,2058,12,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-8.1904,12.3832
2059-01-16,2059,1,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",0.291,8.571
2059-02-15,2059,2,15,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-15.6014,10.6603
2059-03-16,2059,3,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-0.3662,15.9448
2059-04-16,2059,4,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-3.597,21.1807
2059-05-16,2059,5,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",5.6061,23.3602
2059-06-16,2059,6,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",8.5101,25.4292
2059-07-16,2059,7,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",10.2088,25.1939
2059-08-16,2059,8,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",11.0024,29.445
2059-09-16,2059,9,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",6.9618,31.6023
2059-10-16,2059,10,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-2.4079,20.8576
2059-11-16,2059,11,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-5.3553,16.5412
2059-12-16,2059,12,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-0.7571,14.0591
2060-01-16,2060,1,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-12.2386,8.9672
2060-02-15,2060,2,15,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-4.3453,11.8986
2060-03-16,2060,3,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",-4.585,16.0883
2060-04-16,2060,4,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",2.8602,18.6235
2060-05-16,2060,5,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",1.9044,24.4656
2060-06-16,2060,6,16,50.9608006310702,7.5,"Bonn","AWI-CM-1-1-MR","ssp126",10.3126,23.643
